"762"/"30762"/"932"/BR3E/G000007625/acprxno/BRCE0440CD/BRBF/CDL Ceara/Com CDLCeara/CDL Castelao DC/CDL Ceara/Geo NO/Geo NO/CDD/FORTALEZA/CE/1///2025-12-10/
"204"/"30204"/"194"/BR6P/G000002046/acprxsp/BRSP5030CD/BRCW/CDD Mooca/Com CD Mooca/Ambev S.A. - CDD Mooca/CDD Mooca/Geo SP/Geo SP/CDD/SAO PAULO/SP/1///2025-12-10/
"301"/"30301"/"301"/BR6N/G000003018/acprxsp//BRCX/CDD Maua/ComCDD Maua/Ambev S.A. - CDD Maua/CDD Maua/Geo SP/Geo SP/CDD/MAUA/SP/1/2015-11-23/2016-02-21/2025-12-10/
"480"/"810480"/"480"/BR7R//acprxsp//BRDJ/CDD Piracicaba/CDD Piracicaba/CDD Piracicaba/CDD Piracicaba/Geo SP/Geo SP/CDD/Piracicaba/SP/1///2025-12-10/
"521"/"30521"/"521"/BR8H//acprxco//BRDT/CDL BROKER MS/CDL BROKER MS/CDL BROKER MS/CDL BROKER MS/Geo CO/Geo CO/CDD/Campo Grande/MS/1///2025-12-10/
"190"/"30190"/"190"/BR4L/G000001902/acprxsu/BRRS1690CD/BRBR/CDDStaMaria/ComCDDStaMaria/CDD Santa Maria DC/CDD Sta Maria/Geo SUL/Geo SUL/CDD/SANTA MARIA/RS/1///2025-12-10/
"713"/"30713"/"744"/BR2U/G000007137/acprxsu/BRRS1490CD/BRB5/CD Porto Aleg/Com CD Porto Al/CDD Porto Alegre DC/CDD Porto Alegre/Geo SUL/Geo SUL/CDD/ELDORADO DO SUL/RS/1///2025-12-10/
"499"/"30499"/"513"/BR2D/G000004995/acprxno/BRCE0440CD/BRDE/CDD Fortaleza/Com CD Fortal/CDD Fortaleza DC/CDD Fortaleza/Geo NO/Geo NO/CDD/FORTALEZA/CE/1///2025-12-10/
"849"/"30849"/"739"/BR1O/G000008494/acprxco/BRAM0260CD/BRAB/CDD Manaus/COM CD M Correa/CDD Manaus DC/CDD Manaus/Geo CO/Geo CO/CDD/MANAUS/AM/1///2025-12-10/
"724"/"30724"/"910"/BR2W/G000007242/acprxrj/BRRJ0490CD/BRB7/CDD Niteroi/Com CDD Niterói/CDD Niteroi DC/CDD Niteroi/"Geo RJ/ES"/"Geo RJ/ES"/CDD/SAO GONCALO/RJ/1///2025-12-10/
"292"/"30292"/"292"/BR5P/G000002925/acprxno//BRCD/CDD Maraba/CDD Maraba/CDD Maraba DC/CDD Maraba/Geo NO/Geo NO/CDD/MARABA/PA/1/2016-08-22/2016-11-20/2025-12-10/
"231"/"30231"/"798"/BR6M/G000002313/acprxsp/BRSP2590CD/BRCV/CDL Salto/Com CD Salto/Ambev S.A. - CDL Salto/CDL Salto/Geo SP/Geo SP/CDD/SALTO/SP/1///2025-12-10/
"977"/"30977"/"977"/BR6L/G000009776/acprxpr//BRCU/CDD Jau/CDD Jaú/Ambev S.A. - CDD Jau/CDD Jau/Geo SP/Geo SP/CDD/JAU/SP/1/2014-10-20/2015-01-18/2025-12-10/
"928"/"30928"/"928"/BR3D/G000009288/acprxsu/BRSC0240CD/BRBE/CRBS CDBlumenau/CRBS ComCDBlume/CDD Blumenau DC/CDD Blumenau/Geo SUL/Geo SUL/CDD/BLUMENAU/SC/1///2025-12-10/
"820"/"30820"/"820"/BR4D/G000008206/acprxmg/BRMG0160AA/BRBM/CDD Alfenas/Com CDD Alfena/CDD Alfenas DC/CDD Alfenas/Geo MG/Geo MG/CDD/ALFENAS/MG/1///2025-12-10/
"763"/"30763"/"127"/BR6E/G000007633/acprxpr/BRSP0320CD/BRCN/CDD Araraquara/Com CD Araraq/Ambev S.A. - CDD Araraquara/CDD Araraquara/Geo SP/Geo SP/CDD/ARARAQUARA/SP/1///2025-12-10/
"723"/"30723"/"908"/BR2Y/G000007234/acprxmg/BRMG0620CD/BRB9/CDD Belo Horizonte/CDD Belo Horizonte/CDD Belo Horizonte/CDD Belo Horizonte/Geo MG/Geo MG/CDD/BELO HORIZONTE/MG/1///2025-12-10/
"619"/"30619"/"24"/BR2T/G000006190/acprxpr/BRPR2550CD/BRB4/CD Curitiba/Com CD Curitiba/CDD Curitiba DC/CDD Curitiba/Geo SUL/Geo SUL/CDD/SAO JOSE DOS PINHAIS/PR/1///2025-12-10/
"968"/"30968"/"968"/BR6W/G000009687/acprxsp/BRSP5410CD/BRD5/CDL Taubate/CDD Taubate/Ambev S.A. - CDL Taubate/CDD Taubate/Geo SP/Geo SP/CDD/TAUBATÉ/SP/1/2014-08-04/2014-11-02/2025-12-10/
"303"/"30303"/"303"/BR6F/G000003032/acprxsp//BRCO/CDD Barueri/ComCDD Barueri/Ambev S.A. - CDD Barueri/CDD Barueri/Geo SP/Geo SP/CDD/BARUERI/SP/1/2016-01-05/2016-01-05/2025-12-10/
"761"/"30761"/"924"/BR3B/G000007617/acprxco/BRRO0020CD/BRBC/CDD Porto Velho/Com CDD P Velho/CDD Porto Velho DC/CDC Porto Velho/Geo CO/Geo CO/CDD/PORTO VELHO/RO/1///2025-12-10/
"418"/"30418"/"418"/BR3R/G000004189/acprxsu/BRRS1680CD/BRBL/CDDStaCruzdoSul/ComCDDStCruzSul/CDD S. Cruz Sul DC/CDD Sta Cruz do Sul/Geo SUL/Geo SUL/CDD/SANTA CRUZ DO SUL/RS/1///2025-12-10/
"45"/"30045"/"45"/BR4Y/G000000450/acprxmg/BRMG5895CD/BRC1/CDD Ipatinga/CDD Ipatinga/CDD Ipatinga DC/CDD Ipatinga/Geo MG/Geo MG/CDD/SANTANA DO PARAISO/MG/1/2014-04-01/2014-06-30/2025-12-10/
"970"/"30970"/"970"/BR6J/G000009709/acprxsp/BRSP5030CD/BRCS/CDD Embu/CDD Embu/Ambev S.A. - CDD Embu/CDD Embu/Geo SP/Geo SP/CDD/SAO PAULO/SP/1/2014-08-04/2014-11-02/2025-12-10/
"603"/"30603"/"603"/BR5E/G000006033/acprxno/BRMA0530CD/BRC5/CDD Imperatriz/CDD Imperatriz/CDD Imperatriz DC/CDD Imperatriz/Geo NO/Geo NO/CDD/IMPERATRIZ/MA/1/2014-07-28/2014-10-26/2025-12-10/
"129"/"30129"/"134"/BR1K/G000001295/acprxsu/BRRS0510CD/BRA7/CDD Caxias/Com CD Caxias/CDD Caxias do Sul DC/CDD Caxias/Geo SUL/Geo SUL/CDD/CAXIAS DO SUL/RS/1///2025-12-10/
"180"/"30180"/"673"/BR2P/G000001805/acprxne/BRBA1080CD/BRB0/CDD F.Santana/Frat ComCDFSant/CDD F. de Santana DC/CDD Feira de Santana/Geo NE/Geo NE/CDD/FEIRA DE SANTANA/BA/1///2025-12-10/
"465"/"30465"/"462"/BR2B/G000004650/acprxco/BRMT0320CD/BRAN/CDC Colider/COM CDC Colider/CDC Colider DC/CDC Colider/Geo CO/Geo CO/CDD/COLIDER/MT/1///2025-12-10/
"88"/"30088"/"663"/BR2N/G000000884/acprxmg/BRMG7010CD/BRAW/CDD Uberaba/Frat ComCDUbera/CDD Uberaba DC/CDD Uberaba/Geo MG/Geo MG/CDD/UBERABA/MG/1///2025-12-10/
"454"/"810454"/"454"/BR2A/G000004545/acprxco/BRMS0270CD/BRAM/CDD Campo Gde/COM-CDD MS/CDD Campo Gde DC/CDD Campo Grande/Geo CO/Geo CO/CDD/CAMPO GRANDE/MS/1///2025-12-10/
"297"/"30297"/"297"/BR6U/G000002976/acprxsp//BRD3/CDD Suzano/ComCDD Suzano/Ambev S.A. - CDD Suzano/CDD Suzano/Geo SP/Geo SP/CDD/SUZANO/SP/1/2015-10-26/2016-01-24/2025-12-10/
"469"//"469"/BR7V//acprxsu//BRDH/CDD Joinville/CDD Joinville/CDD Joinville/CDD Joinville/Geo SUL/Geo SUL/CDD/JOINVILLE/SC/1///2025-12-10/
"638"/"810458"/"638"/BR8S/G000004588/acprxno/BRRN1200CD/BRNU/CRBS CDD Natal/Com CD Natal/CDD Natal Int DC/CDDNatal/Geo NO/Geo NO/CDD/SAO GONCALO DO AMARANTE/RN/1///2025-12-10/
"118"/"30118"/"132"/BR1J/G000001180/acprxsu/BRRS1440CD/BRA6/CDD Pelotas/Com CD Pelotas/CDD Pelotas DC/CDD Pelotas/Geo SUL/Geo SUL/CDD/PELOTAS/RS/1///2025-12-10/
"725"/"30725"/"913"/BR2Z/G000007250/acprxpr/BRPR1820CD/BRBA/CDL Paranagua/Com CDL Paranag/CDL Paranagua DC/CDD Paranagua/Geo SUL/Geo SUL/CDD/PARANAGUA/PR/1///2025-12-10/
"934"/"30934"/"934"/BR3F/G000009342/acprxno/BRPB0400CD/BRBG/CRBS CDCampinaG/CRBSComCDCampiG/CDD Campina Grande DC/CDD Campina Grande/Geo NE/Geo NE/CDD/CAMPINA GRANDE/PB/1///2025-12-10/
"71"/"30071"/"549"/BR2G/G000000710/acprxne/BRBA2740CD/BRAR/CDD Salvador/Com CD Bahia/CDD Salvador DC/CDD Salvador/Geo NE/Geo NE/CDD/SALVADOR/BA/1///2025-12-10/
"438"/"810438"/"438"/BR1Y/G000004383/acprxmg/BRES0500CD/BRAK/CDD Vitória/Com CD Vitoria/CDD Vitoria DC/CDD Viana/"Geo RJ/ES"/"Geo RJ/ES"/CDD/CARIACICA/ES/1///2025-12-10/
"186"/"30186"/"186"/BR5M/G000001864/acprxmg//BRCA/HUB BEES MG/HUB BEES MG/HUB BEES MG/HUB BEES MG/Geo MG/Geo MG/CDD/JOAO MONLEVADE/MG/1/2015-04-06/2015-07-05/2025-12-10/
"541"/"30541"/"632"/BR2K/G000005410/acprxmg/BRMG5780CD/BRAV/CDL Santa Luzia/COM CDLStaLuzia/CDL Santa Luzia DC/CDL Santa Luzia/Geo MG/Geo MG/CDD/SANTA LUZIA/MG/1///2025-12-10/
"843"/"30843"/"467"/BR1N/G000008435/acprxno/BRPA0613CD/BRAA/CDC Redencao/COM CDCRedencao/CDC Redencao DC/CDS Redencao/Geo NO/Geo NO/CDD/REDENCAO/PA/1///2025-12-10/
"67"/"30067"/"420"/BR1X/G000000671/acprxno/BRMA0910CD/BRAJ/CDD SUL MARANHA/CRBSComCDDSulMA/CDD Sul Maranhao DC/CDD Sul Maranhao/Geo NO/Geo NO/CDD/BACABAL/MA/1///2025-12-10/
"229"/"30229"/"443"/BR1Z/G000002291/acprxno/BRPA0140CD/BRAL/CDD Belem/COM-CDD Belém/CDD Belem DC/CDD Belem/Geo NO/Geo NO/CDD/MARITUBA/PA/1///2025-12-10/
"710"/"810710"/"710"/BR2R/G000007102/acprxco/BRDF0010CD/BRB2/CDD Brasilia/Com CD Brasilia-XB/CDD Brasilia DC/CDD Brasilia-XB/Geo CO/Geo CO/CDD/BRASILIA/DF/1///2025-12-10/
"111"/"30111"/"7"/BR1A/G000001112/acprxco/BRMT0760CD/BRA0/CDCRondonopolis/Com CDC Rond./CDD Rondonopolis DC/CDC Rondonopolis/Geo CO/Geo CO/CDD/RONDONOPOLIS/MT/1/2015-08-03/2015-11-01/2025-12-10/
"50"/"810050"/"50"/BR5V/G000000507/acprxsu/BRSC0540CD/BRCG/CDD Florianop./Com CD Floripa/CDD Florianopolis DC/CDD Sao Jose/Geo SUL/Geo SUL/CDD/PALHOCA/SC/1///2025-12-10/
"581"/"30581"/"709"/BR2Q/G000005819/acprxne/BRSE0210CD/BRB1/CDD Aracaju/Com CD Sergipe/CDD Aracaju DC/CDD Aracaju/Geo NE/Geo NE/CDD/ARACAJU/SE/1///2025-12-10/
"944"/"30944"/"944"/BR6O/G000009440/acprxpr/BRSP3080CD/BRCY/CRBS CDDMMirim/CRBSComCDMMirim/Ambev S.A. - CDD Mogi Mirim/CDD Mogi Mirim/Geo SP/Geo SP/CDD/MOGI MIRIM/SP/1///2025-12-10/
"141"/"30141"/"157"/BR1L/G000001414/acprxne/BRAL0430CD/BRA8/CDD Maceio/Com CD Maceió/CDD Maceio DC/CDD Maceio/Geo NE/Geo NE/CDD/MACEIO/AL/1///2025-12-10/
"410"//"410"/BR11/G000004103//BRDF0010FB/BRAC/F. Brasilia//F. Brasilia Prod-DC//Geo CO/Geo CO/CDD/BRASILIA/SP/1///2025-12-10/
"958"/"30958"/"958"/BR4S/G000009580/acprxrj/BRRJ0455CD/BRBY/CDD Pavuna/CDD Pavuna/CDD Pavuna DC/CDD Pavuna/"Geo RJ/ES"/"Geo RJ/ES"/CDD/RIO DE JANEIRO/RJ/1/2014-01-27/2014-04-27/2025-12-10/
"329"/"30346"/"329"/BR6B/G000003290/acprxpr//BRCK/CDD Foz do Iguacu/CDD Foz do Iguacu/CDD FI DC/CDD Foz do Iguacu/Geo SUL/Geo SUL/CDD/FOZ DO IGUAÇU/PR/1///2025-12-10/
"926"/"30926"/"926"/BR3C/G000009261/acprxsu/BRSC0200CD/BRBD/CRBS CDCamboriu/CRBSComCDCambor/CDD Camboriu DC/CDD Camboriu/Geo SUL/Geo SUL/CDD/BALNEARIO CAMBORIU/SC/1///2025-12-10/
"578"/"30578"/"578"/BR6Y/G000005789/acprxsp/BRSP4100CD/BRD7/CDD PraiaGrande/ComCDD PraiaGrd/Ambev S.A. - CDD Praia Grande/CDD Praia Grande/Geo SP/Geo SP/CDD/PRAIA GRANDE/SP/1///2025-12-10/
"414"//"414"/BR15/G000004146//BRGO0870FB/BR96/F. Goiania//F. Goiania Prod-DC//Geo CO/Geo CO/CDD/GOIANIA/GO/1///2025-12-10/
"81"/"30081"/"81"/BR4Z/G000000817/acprxrj/BRRJ0630CD/BRC2/CDD VR/CDD Volta Redonda/CDD Volta Redonda DC/CDD Volta Redonda/"Geo RJ/ES"/"Geo RJ/ES"/CDD/VOLTA REDONDA/RJ/1/2014-03-17/2014-06-15/2025-12-10/
"453"//"453"/BR5U////BRCF/CDD Goiania/COM-CDD Goiânia/CDD Goiania DC/CDD Goiania/Geo CO/Geo CO/CDD/GOIANIA/GO/1///2025-12-10/
"845"/"30845"/"845"/BR4F/G000008451/acprxmg/BRMG5250AA/BRBO/CDDPouso Alegre/ComCDDPsoAlegre/CDD Pouso Alegre DC/CDD Pouso Alegre/Geo MG/Geo MG/CDD/POUSO ALEGRE/MG/1///2025-12-10/
"70"/"30070"/"547"/BR2F/G000000701/acprxne/BRBA1360CD/BRAQ/CDD Ilheus/Frat ComCD Ilhe/CDD Ilheus DC/CDD Ilheus/Geo NE/Geo NE/CDD/ILHEUS/BA/1///2025-12-10/
"322"/"30329"/"322"/BR5X////BRCI/CDD Varginha/Com CDD Varginha/CDD Varginha/CDD Varginha/Geo MG/Geo MG/CDD/VARGINHA/MG/1/2017-07-01/2017-07-01/2025-12-10/
"764"/"30764"/"916"/BR6K/G000007641/acprxsp/BRSP1880CD/BRCT/CDD Guarulhos/Com CDD Guarulh/Ambev S.A. - CDD Guarulhos/CDD Guarulhos/Geo SP/Geo SP/CDD/GUARULHOS/SP/1///2025-12-10/
"575"/"30575"/"646"/BR2L/G000005754/acprxrj/BRRJ0455CE/BRAX/CDD S.Cristovao/Com CD S. Crist/CDD S. Cristovao DC/CDD Sao Cristovao/"Geo RJ/ES"/"Geo RJ/ES"/CDD/RIO DE JANEIRO/RJ/1///2025-12-10/
"61"/"30061"/"61"/BR1C/G000000612/acprxrj/BRRJ0350CD/BRA2/CRBS CDDNIguacu/CRBSComCDDNIgua/CDD Nova Iguacu DC/CDD Nova Iguacu/"Geo RJ/ES"/"Geo RJ/ES"/CDD/NOVA IGUACU/RJ/1///2025-12-10/
"86"/"30086"/"86"/BR4M/G000000868/acprxrj/BRRJ0390CD/BRBS/CDD Petropolis/ComCDDPetropoli/CDD Petropolis DC/CDD Petropolis/"Geo RJ/ES"/"Geo RJ/ES"/CDD/PETROPOLIS/RJ/1///2025-12-10/
"811"/"30811"/"811"/BR6D/G000008117/acprxpr/BRSP0280CD/BRCM/CDD Aracatuba/ComCDDAracatuba/Ambev S.A. - CDD Aracatuba/CDD Aracatuba/Geo SP/Geo SP/CDD/ARACATUBA/SP/1///2025-12-10/
"495"/"30495"/"496"/BR2C/G000004952/acprxrj/BRRJ0220CD/BRAO/CDL Itaperuna/ComCDLItaperuna/CDL Itaperuna DC/CDL Itaperuna/"Geo RJ/ES"/"Geo RJ/ES"/CDD/ITAPERUNA/RJ/1///2025-12-10/
"771"/"30771"/"232"/BR6Q/G000007714/acprxsp/BRSP0900CD/BRCZ/CDD Norte/Com CDD NorteSP/Ambev S.A. - CDD Norte/CDD Norte/Geo SP/Geo SP/CDD/CAIEIRAS/SP/1///2025-12-10/
"112"/"30112"/"100"/BR1G/G000001120/acprxpr/BRPR0980CD/BRA3/CDD Londrina/Com CD Londrina/CDD Londrina DC/CDD Londrina/Geo SUL/Geo SUL/CDD/IBIPORA/PR/1///2025-12-10/
"295"/"30295"/"295"/BR5Q/G000002950/acprxne//BRCE/CDD Barreiras/ComCDD Barreira/CDD Barreiras DC/CDD Barreiras/Geo NE/Geo NE/CDD/BARREIRAS/BA/1/2015-10-05/2016-01-03/2025-12-10/
"348"/"810352"/"348"/BR7A//acprxpr//BRD8/CDD Cascavel/CDD Cascavel/CDD Cascavel/CDD Cascavel/Geo SUL/Geo SUL/CDD/Cascavel/PR/1///2025-12-10/
"966"/"30966"/"966"/BR6T/G000009660/acprxsp/BRSP4990CD/BRD2/CDD S J Campos/CDD São José dos Campos/Ambev S.A. - CDD Sao Jose dos Campos/CDD Sao Jose Campos/Geo SP/Geo SP/CDD/SAO JOSE DOS CAMPOS/SP/1/2014-08-04/2014-11-02/2025-12-10/
"393"//"393"/BR7O//acprxsu//BRDC/CDD Itajai/CDD Itajai/CDD Itajai/CDD Itajai/Geo SUL/Geo SUL/CDD/Itajaí/SC/1///2025-12-10/
"191"/"30191"/"417"/BR1V/G000001910/acprxco/BRTO0210CD/BRAH/CDC Araguaina/Com CDCAraguain/CDC Araguaina DC/CDC Araguaina/Geo NO/Geo NO/CDD/ARAGUAINA/TO/1///2025-12-10/
"964"/"30964"/"964"/BR5F/G000009644/acprxno/BRMA0140CD/BRC6/CDL Balsas/CDD Balsas/CDL Balsas DC/CDL Balsas/Geo NO/Geo NO/CDD/BALSAS/MA/1/2014-07-28/2014-10-26/2025-12-10/
"95"/"810095"/"95"/BR3U/G000000954/acprxmg/BRMG1860CD/BR3U/CDD Minas/Com CD Minas/CDD Minas Int DC/CDD Contagem/Geo MG/Geo MG/CDD/CONTAGEM/MG/1///2025-12-10/
"598"/"810598"/"598"/BR2I/G000005983/acprxne/BRPE0410CD/BRAT/CDD Caruaru/Com CD Caruarú/CDD Caruaru DC/CDD Caruaru/Geo NE/Geo NE/CDD/CARUARU/PE/1///2025-12-10/
"729"/"810729"/"729"/BR4U/G000007297/acprxne/BRPE0290CD/BRBZ/CDL Cabo/Com CDL Cabo/CDL Cabo DC/CDL Cabo/Geo NE/Geo NE/CDD/CABO DE SANTO AGOSTINHO/PE/1///2025-12-10/
"52"/"30052"/"407"/BR1T/G000000523/acprxne/BRBA1170CD/BRAF/CDD Guanambi/Com CDD Guanamb/CDD Guanambi DC/CDD Guanambi/Geo NE/Geo NE/CDD/GUANAMBI/BA/1///2025-12-10/
"230"/"30230"/"665"/BR6H/G000002305/acprxsp/BRSP0950CD/BRCQ/CDD Campinas/Com CD Campinas/Ambev S.A. - CDD Campinas/CDD Campinas/Geo SP/Geo SP/CDD/PAULINIA/SP/1///2025-12-10/
"216"/"30216"/"634"/BR6I/G000002160/acprxsp/BRSP1380CD/BRCR/CDD Diadema/Com CD Diadema/Ambev S.A. - CDD Diadema/CDD Diadema/Geo SP/Geo SP/CDD/DIADEMA/SP/1///2025-12-10/
"732"/"30732"/"921"/BR3A/G000007323/acprxco/BRGO0800CD/BRBB/CDC Formosa/Com CDC Formosa/CDC Formosa DC/CDC Formosa/Geo CO/Geo CO/CDD/FORMOSA/GO/1///2025-12-10/
"135"/"30135"/"671"/BR2O/G000001350/acprxne/BRBA3330CD/BRAZ/CDD Vit da Conq/Frat ComCDVConq/CDD Vit. da Conquista DC/CDD Vit da Conquista/Geo NE/Geo NE/CDD/VITORIA DA CONQUISTA/BA/1///2025-12-10/
"576"/"30576"/"659"/BR2M/G000005762/acprxmg/BRMG7020CD/BRAY/CDD Uberlandia/Com CD Uberlând/CDD Uberlandia DC/CDD Uberlandia/Geo MG/Geo MG/CDD/UBERLANDIA/MG/1///2025-12-10/
"82"/"30082"/"82"/BR4X/G000000825/acprxsu/BRRS0920CD/BRC0/CDD Gravatai/CDD Gravatai/CDD Gravatai DC/CDD Gravatai/Geo SUL/Geo SUL/CDD/GRAVATAI/RS/1/2014-02-03/2014-05-04/2025-12-10/
"835"/"30835"/"835"/BR4E/G000008354/acprxmg/BRMG5180AA/BRBN/CDD Pocos Cald/ComCDDPscCaldas/CDD Poços de Caldas DC/CDD Pocos de Caldas/Geo MG/Geo MG/CDD/POCOS DE CALDAS/MG/1///2025-12-10/
"143"/"30143"/"409"/BR1U/G000001430/acprxpr/BRPR0840CD/BRAG/CDD Beltrao/Com CDD Beltrão/CDC Beltrao DC/CDD Fco Beltrao/Geo SUL/Geo SUL/CDD/FRANCISCO BELTRAO/PR/1///2025-12-10/
"242"/"30242"/"800"/BR6V/G000002429/acprxsp/BRSP5700CD/BRD4/CDD Votorantin/Com CD Votorant/Ambev S.A. - CDD Votorantim/CDD Votorantim/Geo SP/Geo SP/CDD/VOTORANTIM/SP/1///2025-12-10/
